VM=4	40.0	4.817
VM=8	40.0	5.117
VM=16	40.0	5.822
VM=32	40.0	3.601
VM=48	39.999	45.943
VM=64	23.8120	371.819
VM=80	11.7982	799.474
VM=120	13.5158	1026.739
VM=160	8.3347	1777.002
VM=200	3.6599	2721.565
