VM=4	40.0	0.622
VM=8	40.0	0.641
VM=16	35.9406	80.634
VM=32	18.0	225.232
VM=48	9.7987	463.583
VM=64	8.2873	150.300
VM=80	5.6502	930.542
VM=120	3.9913	1279.554
VM=160	2.7763	3872.730
VM=200	2.3962	2553.832
