VM=4	40.0	2.126
VM=8	40.0	2.251
VM=16	40.0	1.753
VM=32	40.0	1.083
VM=48	38.59	17.976
VM=64	18.77	71.352
VM=80	9.321	137.211
VM=120	10.3190	181.657
VM=160	5.1560	295.365
VM=200	2.1710	539.256
