VM=4	40.0	0.380
VM=8	40.0	0.339
VM=16	34.6	17.219
VM=32	19.4	64.921
VM=48	11.1	109.092
VM=64	8.2873	150.300
VM=80	8.1408	155.935
VM=120	6.6010	257.883
VM=160	5.0226	373.013
VM=200	4.5090	394.913
