VM=4	100.00	0.436
VM=8	100.00	0.392
VM=16	96.3	12.107
VM=32	68.5	94.929
VM=48	36.39	196.401
VM=64	25.05	301.279
VM=80	19.750	351.821
VM=120	16.5666	456.404
VM=160	9.2625	1902.223
VM=200	7.8200	926.661
