VM=4	40.0	3.354
VM=8	40.0	3.463
VM=16	40.0	4.117
VM=32	40.0	2.317
VM=48	39.9952	41.891
VM=64	19.3993	256.428
VM=80	17.9521	259.616
VM=120	14.1970	448.198
VM=160	9.6527	797.075
VM=200	3.1630	1485.823
