VM=4	100.00	1.995
VM=8	100.00	2.127
VM=16	100.00	2.292
VM=32	100.0	6.067
VM=48	99.9583	32.237
VM=64	99.9687	22.517
VM=80	74.15	77.397
VM=120	63.45	125.894
VM=160	65.2375	128.836
VM=200	58.2250	175.993
